run,herd ID,herd type ID,herd type,species ID,herd size,farm ID,lat,long,LGA ID,region ID,mega-region ID,jurisdiction ID,risk category,biosecurity weight,unused,unused,day infected,infection pathway,source herd ID,source jurisdiction ID,day clinical,day diagnosed,reason diagnosed,day culled,reason culled,day vaccinated,day immune,last day infected,prevalence,seroprevalence,num sero+,lacto-prevalence
2,214471,5,mixed sheep,2,326,202232,-36.2335,144.494,165,9,3,2,0.0,1.0,0,0,-1,,-1,-1,-1,-1,,-1,,22,30,-1,0.0000,0.0000,0,0.0000
2,214470,4,mixed beef,1,155,202232,-36.2335,144.494,165,9,3,2,0.0,1.0,0,0,-1,,-1,-1,-1,-1,,-1,,22,30,-1,0.0000,0.0000,0,0.0000
2,21454,2,beef intensive,1,120,21454,-36.0942,145.213,201,9,3,2,0.0,1.0,0,0,32,local,21637,2,33,39,SP,42,IP,36,43,42,0.0000,0.0000,0,0.0000
2,58576,6,dairy,1,314,58576,-36.2052,144.534,165,9,3,2,0.0,1.0,0,0,-1,,-1,-1,-1,-1,,-1,,21,28,-1,0.0000,0.0000,0,0.0000
2,20689,2,beef intensive,1,96,20689,-36.3558,144.867,165,9,3,2,0.0,1.0,0,0,-1,,-1,-1,-1,-1,,-1,,22,29,-1,0.0000,0.0000,0,0.0000
2,59350,6,dairy,1,353,59350,-36.1271,145.256,201,9,3,2,0.0,1.0,0,0,-1,,-1,-1,-1,-1,,-1,,40,47,-1,0.0000,0.0000,0,0.0000
2,20696,2,beef intensive,1,85,20696,-36.2803,144.927,165,9,3,2,0.0,1.0,0,0,-1,,-1,-1,-1,-1,,-1,,29,36,-1,0.0000,0.0000,0,0.0000
2,58330,6,dairy,1,268,58330,-36.3692,144.887,165,9,3,2,0.0,1.0,0,0,16,local,58357,2,17,18,ARP,21,IP,-1,-1,21,0.0000,0.0000,0,0.0000
2,20956,2,beef intensive,1,113,20956,-36.1952,144.528,165,9,3,2,0.0,1.0,0,0,-1,,-1,-1,-1,-1,,-1,,26,33,-1,0.0000,0.0000,0,0.0000
2,59363,6,dairy,1,309,59363,-36.0979,145.249,201,9,3,2,0.0,1.0,0,0,-1,,-1,-1,-1,-1,,-1,,40,47,-1,0.0000,0.0000,0,0.0000
2,58343,6,dairy,1,158,58343,-36.2911,144.888,165,9,3,2,0.0,1.0,0,0,-1,,-1,-1,-1,-1,,-1,,29,36,-1,0.0000,0.0000,0,0.0000
2,21485,2,beef intensive,1,32,21485,-36.0809,145.213,201,9,3,2,0.0,1.0,0,0,40,local,21454,2,41,43,ARP,46,IP,-1,-1,46,0.0000,0.0000,0,0.0000
2,58352,6,dairy,1,298,58352,-36.3725,144.889,165,9,3,2,0.0,1.0,0,0,-1,,-1,-1,-1,-1,,-1,,21,28,-1,0.0000,0.0000,0,0.0000
2,20977,2,beef intensive,1,45,20977,-36.2149,144.547,165,9,3,2,0.0,1.0,0,0,-1,,-1,-1,-1,-1,,-1,,22,29,-1,0.0000,0.0000,0,0.0000
2,20724,2,beef intensive,1,100,20724,-36.2817,144.901,165,9,3,2,0.0,1.0,0,0,-1,,-1,-1,-1,-1,,-1,,29,36,-1,0.0000,0.0000,0,0.0000
2,58357,6,dairy,1,357,58357,-36.362,144.901,165,9,3,2,0.0,1.0,0,0,6,local,64828,2,8,14,first detection,17,IP,-1,-1,17,0.0000,0.0000,0,0.0000
2,20726,2,beef intensive,1,52,20726,-36.3033,144.9,165,9,3,2,0.0,1.0,0,0,26,local,20743,2,27,34,SP,37,IP,22,29,37,0.0000,0.0000,0,0.0000
2,58359,6,dairy,1,212,58359,-36.3005,144.923,165,9,3,2,0.0,1.0,0,0,-1,,-1,-1,-1,-1,,-1,,24,31,-1,0.0000,0.0000,0,0.0000
2,20735,2,beef intensive,1,53,20735,-36.2918,144.924,165,9,3,2,0.0,1.0,0,0,-1,,-1,-1,-1,-1,,-1,,29,36,-1,0.0000,0.0000,0,0.0000
3,58370,6,dairy,1,420,58370,-36.1773,144.849,165,9,3,2,0.0,1.0,0,0,26,local,20770,2,27,34,SP,37,IP,25,32,37,0.0000,0.0000,0,0.0000
3,214273,5,mixed sheep,2,381,202133,-37.316,144.52,192,10,3,2,0.0,1.0,0,0,-1,,-1,-1,-1,-1,,-1,,29,37,-1,0.0000,0.0000,0,0.0000
3,214272,4,mixed beef,1,50,202133,-37.316,144.52,192,10,3,2,0.0,1.0,0,0,-1,,-1,-1,-1,-1,,-1,,29,37,-1,0.0000,0.0000,0,0.0000
3,58376,6,dairy,1,274,58376,-36.2009,144.881,165,9,3,2,0.0,1.0,0,0,-1,,-1,-1,-1,-1,,-1,,25,32,-1,0.0000,0.0000,0,0.0000
3,20489,2,beef intensive,1,135,20489,-36.8437,144.376,178,9,3,2,0.0,1.0,0,0,9,local,64821,2,10,18,SP,21,IP,-1,-1,21,0.0000,0.0000,0,0.0000
3,59401,6,dairy,1,278,59401,-35.9543,145.426,201,9,3,2,0.0,1.0,0,0,-1,,-1,-1,-1,-1,,-1,,27,34,-1,0.0000,0.0000,0,0.0000
3,64780,7,pigs small,3,458,64780,-37.351,144.528,192,10,3,2,0.0,0.8,0,0,18,indirect,64821,2,20,24,SP,26,IP,-1,-1,26,0.0000,0.0000,0,0.0000
3,58381,6,dairy,1,575,58381,-36.3676,144.943,165,9,3,2,0.0,1.0,0,0,-1,,-1,-1,-1,-1,,-1,,22,29,-1,0.0000,0.0000,0,0.0000
3,20750,2,beef intensive,1,150,20750,-36.1892,144.857,165,9,3,2,0.0,1.0,0,0,-1,,-1,-1,-1,-1,,-1,,25,32,-1,0.0000,0.0000,0,0.0000
3,58384,6,dairy,1,250,58384,-36.1668,144.879,165,9,3,2,0.0,1.0,0,0,26,local,20770,2,27,31,SP,34,IP,25,32,34,0.0000,0.0000,0,0.0000
3,59410,6,dairy,1,155,59410,-35.9948,145.425,201,9,3,2,0.0,1.0,0,0,-1,,-1,-1,-1,-1,,-1,,27,34,-1,0.0000,0.0000,0,0.0000
3,58393,6,dairy,1,377,58393,-36.3875,144.89,165,9,3,2,0.0,1.0,0,0,-1,,-1,-1,-1,-1,,-1,,24,31,-1,0.0000,0.0000,0,0.0000
3,20763,2,beef intensive,1,30,20763,-36.3759,144.858,165,9,3,2,0.0,1.0,0,0,-1,,-1,-1,-1,-1,,-1,,24,31,-1,0.0000,0.0000,0,0.0000
3,20770,2,beef intensive,1,144,20770,-36.1753,144.881,165,9,3,2,0.0,1.0,0,0,17,indirect,58357,2,18,24,SP,27,IP,-1,-1,27,0.0000,0.0000,0,0.0000
3,20773,2,beef intensive,1,113,20773,-36.3494,144.921,165,9,3,2,0.0,1.0,0,0,11,local,64828,2,12,21,SP,24,IP,-1,-1,24,0.0000,0.0000,0,0.0000
3,20774,2,beef intensive,1,150,20774,-36.3837,144.863,165,9,3,2,0.0,1.0,0,0,-1,,-1,-1,-1,-1,,-1,,24,31,-1,0.0000,0.0000,0,0.0000
3,81449,9,sheep,2,172,81449,-37.332,144.533,192,10,3,2,0.0,1.0,0,0,25,local,64780,2,30,28,ARP,30,IP,-1,-1,30,0.0000,0.0000,0,0.0000
3,58409,6,dairy,1,92,58409,-36.3257,144.935,165,9,3,2,0.0,1.0,0,0,-1,,-1,-1,-1,-1,,-1,,22,29,-1,0.0000,0.0000,0,0.0000
3,220970,5,mixed sheep,2,1383,206858,-36.4355,143.941,191,9,3,2,0.0,1.0,0,0,-1,,-1,-1,-1,-1,,-1,,21,28,-1,0.0000,0.0000,0,0.0000
3,30252,2,beef intensive,1,78,30252,-37.3702,144.542,192,10,3,2,0.0,1.0,0,0,24,local,64780,2,26,35,SP,38,IP,25,32,38,0.0000,0.0000,0,0.0000
3,64812,7,pigs small,3,364,64812,-36.19,143.581,191,9,3,2,0.0,0.8,0,0,5,direct,64828,2,6,18,SP,20,IP,-1,-1,20,0.0000,0.0000,0,0.0000
3,20783,2,beef intensive,1,145,20783,-36.1769,144.899,165,9,3,2,0.0,1.0,0,0,-1,,-1,-1,-1,-1,,-1,,25,32,-1,0.0000,0.0000,0,0.0000
3,59442,6,dairy,1,438,59442,-35.9709,145.421,201,9,3,2,0.0,1.0,0,0,-1,,-1,-1,-1,-1,,-1,,27,34,-1,0.0000,0.0000,0,0.0000
3,64821,7,pigs small,3,218,64821,-36.8475,144.356,178,9,3,2,0.0,0.8,0,0,2,indirect,64828,2,5,18,SP,20,IP,-1,-1,20,0.0000,0.0000,0,0.0000
3,30264,2,beef intensive,1,40,30264,-37.3334,144.563,192,10,3,2,0.0,1.0,0,0,-1,,-1,-1,-1,-1,,-1,,29,36,-1,0.0000,0.0000,0,0.0000
3,213816,4,mixed beef,1,80,201901,-36.4355,143.941,191,9,3,2,0.0,1.0,0,0,-1,,-1,-1,-1,-1,,-1,,21,28,-1,0.0000,0.0000,0,0.0000
3,64828,7,pigs small,3,497,64828,-36.3539,144.911,165,9,3,2,0.0,0.8,0,0,0,seeding,0,-1,1,22,DCP,24,IP,-1,-1,24,0.0000,0.0000,0,0.0000
3,30269,2,beef intensive,1,33,30269,-37.3503,144.534,192,10,3,2,0.0,1.0,0,0,-1,,-1,-1,-1,-1,,-1,,25,32,-1,0.0000,0.0000,0,0.0000
3,20798,2,beef intensive,1,50,20798,-36.1804,144.875,165,9,3,2,0.0,1.0,0,0,27,local,20770,2,28,34,SP,37,IP,25,32,37,0.0000,0.0000,0,0.0000
3,214851,5,mixed sheep,2,1103,202422,-35.9708,145.398,201,9,3,2,0.0,1.0,0,0,-1,,-1,-1,-1,-1,,-1,,27,35,-1,0.0000,0.0000,0,0.0000
3,214850,4,mixed beef,1,62,202422,-35.9708,145.398,201,9,3,2,0.0,1.0,0,0,-1,,-1,-1,-1,-1,,-1,,27,35,-1,0.0000,0.0000,0,0.0000
3,30275,2,beef intensive,1,79,30275,-37.3596,144.555,192,10,3,2,0.0,1.0,0,0,-1,,-1,-1,-1,-1,,-1,,25,32,-1,0.0000,0.0000,0,0.0000
3,59206,6,dairy,1,158,59206,-36.0011,145.395,201,9,3,2,0.0,1.0,0,0,-1,,-1,-1,-1,-1,,-1,,31,38,-1,0.0000,0.0000,0,0.0000
3,20807,2,beef intensive,1,90,20807,-36.3329,144.897,165,9,3,2,0.0,1.0,0,0,-1,,-1,-1,-1,-1,,-1,,22,29,-1,0.0000,0.0000,0,0.0000
3,58445,6,dairy,1,502,58445,-36.3275,144.918,165,9,3,2,0.0,1.0,0,0,-1,,-1,-1,-1,-1,,-1,,22,29,-1,0.0000,0.0000,0,0.0000
3,213837,5,mixed sheep,2,1630,201915,-36.4354,143.948,191,9,3,2,0.0,1.0,0,0,14,local,213836,2,17,19,SP,23,IP,-1,-1,23,0.0000,0.0000,0,0.0000
3,20559,2,beef intensive,1,36,20559,-36.1712,143.575,191,9,3,2,0.0,1.0,0,0,-1,,-1,-1,-1,-1,,-1,,21,28,-1,0.0000,0.0000,0,0.0000
3,213836,4,mixed beef,1,67,201915,-36.4354,143.948,191,9,3,2,0.0,1.0,0,0,10,direct,58357,2,11,19,SP,23,IP,-1,-1,23,0.0000,0.0000,0,0.0000
3,58448,6,dairy,1,184,58448,-36.3245,144.925,165,9,3,2,0.0,1.0,0,0,-1,,-1,-1,-1,-1,,-1,,22,29,-1,0.0000,0.0000,0,0.0000
3,30295,2,beef intensive,1,58,30295,-37.3528,144.549,192,10,3,2,0.0,1.0,0,0,-1,,-1,-1,-1,-1,,-1,,25,32,-1,0.0000,0.0000,0,0.0000
3,20827,2,beef intensive,1,113,20827,-36.3746,144.897,165,9,3,2,0.0,1.0,0,0,-1,,-1,-1,-1,-1,,-1,,23,30,-1,0.0000,0.0000,0,0.0000
3,214371,5,mixed sheep,2,567,202182,-36.1787,144.892,165,9,3,2,0.0,1.0,0,0,-1,,-1,-1,-1,-1,,-1,,25,33,-1,0.0000,0.0000,0,0.0000
3,214370,4,mixed beef,1,79,202182,-36.1787,144.892,165,9,3,2,0.0,1.0,0,0,-1,,-1,-1,-1,-1,,-1,,25,33,-1,0.0000,0.0000,0,0.0000
3,214373,5,mixed sheep,2,391,202183,-36.1669,144.883,165,9,3,2,0.0,1.0,0,0,-1,,-1,-1,-1,-1,,-1,,25,33,-1,0.0000,0.0000,0,0.0000
3,214372,4,mixed beef,1,42,202183,-36.1669,144.883,165,9,3,2,0.0,1.0,0,0,-1,,-1,-1,-1,-1,,-1,,25,33,-1,0.0000,0.0000,0,0.0000
3,58472,6,dairy,1,291,58472,-36.3815,144.911,165,9,3,2,0.0,1.0,0,0,-1,,-1,-1,-1,-1,,-1,,24,31,-1,0.0000,0.0000,0,0.0000
3,58479,6,dairy,1,429,58479,-36.167,144.879,165,9,3,2,0.0,1.0,0,0,-1,,-1,-1,-1,-1,,-1,,25,32,-1,0.0000,0.0000,0,0.0000
3,58486,6,dairy,1,510,58486,-36.3284,144.915,165,9,3,2,0.0,1.0,0,0,10,local,64828,2,11,14,first detection,17,IP,-1,-1,17,0.0000,0.0000,0,0.0000
3,20858,2,beef intensive,1,40,20858,-36.33,144.931,165,9,3,2,0.0,1.0,0,0,-1,,-1,-1,-1,-1,,-1,,22,29,-1,0.0000,0.0000,0,0.0000
3,20865,2,beef intensive,1,40,20865,-36.3478,144.895,165,9,3,2,0.0,1.0,0,0,-1,,-1,-1,-1,-1,,-1,,22,29,-1,0.0000,0.0000,0,0.0000
3,214409,5,mixed sheep,2,541,202201,-36.3196,144.48,165,9,3,2,0.0,1.0,0,0,24,local,214408,2,27,21,SP,25,IP,-1,-1,25,0.0000,0.0000,0,0.0000
3,214408,4,mixed beef,1,57,202201,-36.3196,144.48,165,9,3,2,0.0,1.0,0,0,13,indirect,58357,2,14,21,SP,25,IP,-1,-1,25,0.0000,0.0000,0,0.0000
3,58532,6,dairy,1,346,58532,-36.3703,144.86,165,9,3,2,0.0,1.0,0,0,-1,,-1,-1,-1,-1,,-1,,24,31,-1,0.0000,0.0000,0,0.0000
3,59563,6,dairy,1,82,59563,-37.3483,144.501,192,10,3,2,0.0,1.0,0,0,-1,,-1,-1,-1,-1,,-1,,25,32,-1,0.0000,0.0000,0,0.0000
3,59564,6,dairy,1,51,59564,-37.3645,144.508,192,10,3,2,0.0,1.0,0,0,-1,,-1,-1,-1,-1,,-1,,25,32,-1,0.0000,0.0000,0,0.0000
3,20909,2,beef intensive,1,104,20909,-36.3339,144.478,165,9,3,2,0.0,1.0,0,0,-1,,-1,-1,-1,-1,,-1,,22,29,-1,0.0000,0.0000,0,0.0000
3,80817,9,sheep,2,1152,80817,-36.8398,144.358,178,9,3,2,0.0,1.0,0,0,14,local,64821,2,17,26,ARP,28,IP,-1,-1,28,0.0000,0.0000,0,0.0000
3,220860,5,mixed sheep,2,1758,206748,-36.8279,144.379,178,9,3,2,0.0,1.0,0,0,-1,,-1,-1,-1,-1,,-1,,21,28,-1,0.0000,0.0000,0,0.0000
3,124097,10,smallholder,4,3,124097,-36.8457,144.372,178,9,3,2,0.0,1.0,0,0,10,local,64821,2,12,21,SP,23,IP,-1,-1,23,0.0000,0.0000,0,0.0000
3,213706,4,mixed beef,1,37,201791,-36.8279,144.379,178,9,3,2,0.0,1.0,0,0,-1,,-1,-1,-1,-1,,-1,,21,28,-1,0.0000,0.0000,0,0.0000
3,20689,2,beef intensive,1,96,20689,-36.3558,144.867,165,9,3,2,0.0,1.0,0,0,-1,,-1,-1,-1,-1,,-1,,24,31,-1,0.0000,0.0000,0,0.0000
3,58330,6,dairy,1,268,58330,-36.3692,144.887,165,9,3,2,0.0,1.0,0,0,15,local,58357,2,16,23,SP,26,IP,-1,-1,26,0.0000,0.0000,0,0.0000
3,58352,6,dairy,1,298,58352,-36.3725,144.889,165,9,3,2,0.0,1.0,0,0,21,local,58357,2,22,26,SP,29,IP,23,30,29,0.0000,0.0000,0,0.0000
3,115442,10,smallholder,4,6,115442,-35.9752,145.4,201,9,3,2,0.0,1.0,0,0,26,local,214780,2,28,30,ARP,32,IP,-1,-1,32,0.0000,0.0000,0,0.0000
3,214263,5,mixed sheep,2,247,202128,-37.3609,144.5,192,10,3,2,0.0,1.0,0,0,-1,,-1,-1,-1,-1,,-1,,25,33,-1,0.0000,0.0000,0,0.0000
3,58357,6,dairy,1,357,58357,-36.362,144.901,165,9,3,2,0.0,1.0,0,0,5,local,64828,2,6,24,DCP,27,IP,-1,-1,27,0.0000,0.0000,0,0.0000
3,214262,4,mixed beef,1,66,202128,-37.3609,144.5,192,10,3,2,0.0,1.0,0,0,-1,,-1,-1,-1,-1,,-1,,25,33,-1,0.0000,0.0000,0,0.0000
3,214779,5,mixed sheep,2,517,202386,-35.9599,145.388,201,9,3,2,0.0,1.0,0,0,-1,,-1,-1,-1,-1,,-1,,27,35,-1,0.0000,0.0000,0,0.0000
3,214778,4,mixed beef,1,48,202386,-35.9599,145.388,201,9,3,2,0.0,1.0,0,0,-1,,-1,-1,-1,-1,,-1,,27,35,-1,0.0000,0.0000,0,0.0000
3,214781,5,mixed sheep,2,300,202387,-35.9736,145.405,201,9,3,2,0.0,1.0,0,0,-1,,-1,-1,-1,26,SP,30,IP,-1,-1,30,0.0000,0.0000,0,0.0000
3,214780,4,mixed beef,1,79,202387,-35.9736,145.405,201,9,3,2,0.0,1.0,0,0,19,indirect,58357,2,20,26,SP,30,IP,-1,-1,30,0.0000,0.0000,0,0.0000
4,213763,4,mixed beef,1,66,201848,-36.0536,143.963,191,9,3,2,0.0,1.0,0,0,-1,,-1,-1,-1,-1,,-1,,23,30,-1,0.0000,0.0000,0,0.0000
4,220931,5,mixed sheep,2,1676,206819,-36.0464,143.956,191,9,3,2,0.0,1.0,0,0,-1,,-1,-1,-1,-1,,-1,,23,30,-1,0.0000,0.0000,0,0.0000
4,58881,6,dairy,1,548,58881,-36.5358,145.621,181,9,3,2,0.0,1.0,0,0,-1,,-1,-1,-1,-1,,-1,,25,32,-1,0.0000,0.0000,0,0.0000
4,214785,5,mixed sheep,2,734,202389,-36.1933,145.421,201,9,3,2,0.0,1.0,0,0,30,local,214784,2,32,31,SP,35,IP,23,31,35,0.0000,0.0000,0,0.0000
4,214784,4,mixed beef,1,75,202389,-36.1933,145.421,201,9,3,2,0.0,1.0,0,0,22,local,21566,2,23,31,SP,35,IP,23,31,35,0.0000,0.0000,0,0.0000
4,20740,2,beef intensive,1,45,20740,-36.333,144.952,165,9,3,2,0.0,1.0,0,0,-1,,-1,-1,-1,-1,,-1,,22,29,-1,0.0000,0.0000,0,0.0000
4,29956,2,beef intensive,1,108,29956,-35.9011,144.156,174,10,3,2,0.0,1.0,0,0,-1,,-1,-1,-1,-1,,-1,,22,29,-1,0.0000,0.0000,0,0.0000
4,58373,6,dairy,1,346,58373,-36.3957,144.928,165,9,3,2,0.0,1.0,0,0,-1,,-1,-1,-1,-1,,-1,,21,28,-1,0.0000,0.0000,0,0.0000
4,20743,2,beef intensive,1,61,20743,-36.3129,144.904,165,9,3,2,0.0,1.0,0,0,24,local,58448,2,26,28,ARP,31,IP,22,29,31,0.0000,0.0000,0,0.0000
4,58375,6,dairy,1,122,58375,-36.3416,144.878,165,9,3,2,0.0,1.0,0,0,-1,,-1,-1,-1,-1,,-1,,21,28,-1,0.0000,0.0000,0,0.0000
4,21513,2,beef intensive,1,62,21513,-36.1727,145.417,201,9,3,2,0.0,1.0,0,0,-1,,-1,-1,-1,-1,,-1,,23,30,-1,0.0000,0.0000,0,0.0000
4,58635,6,dairy,1,418,58635,-36.0499,144.573,165,9,3,2,0.0,1.0,0,0,-1,,-1,-1,-1,-1,,-1,,28,35,-1,0.0000,0.0000,0,0.0000
4,29965,2,beef intensive,1,52,29965,-35.8936,144.176,174,10,3,2,0.0,1.0,0,0,-1,,-1,-1,-1,-1,,-1,,22,29,-1,0.0000,0.0000,0,0.0000
4,58381,6,dairy,1,575,58381,-36.3676,144.943,165,9,3,2,0.0,1.0,0,0,-1,,-1,-1,-1,-1,,-1,,21,28,-1,0.0000,0.0000,0,0.0000
4,20753,2,beef intensive,1,48,20753,-36.33,144.873,165,9,3,2,0.0,1.0,0,0,-1,,-1,-1,-1,-1,,-1,,22,29,-1,0.0000,0.0000,0,0.0000
4,213777,4,mixed beef,1,122,201862,-36.0464,143.956,191,9,3,2,0.0,1.0,0,0,31,local,220917,2,34,39,SP,42,IP,23,30,42,0.0000,0.0000,0,0.0000
4,58900,6,dairy,1,457,58900,-36.5149,145.619,181,9,3,2,0.0,1.0,0,0,-1,,-1,-1,-1,-1,,-1,,25,32,-1,0.0000,0.0000,0,0.0000
4,214555,5,mixed sheep,2,556,202274,-36.5314,145.606,181,9,3,2,0.0,1.0,0,0,-1,,-1,-1,-1,24,SP,28,IP,-1,-1,28,0.0000,0.0000,0,0.0000
4,58393,6,dairy,1,377,58393,-36.3875,144.89,165,9,3,2,0.0,1.0,0,0,-1,,-1,-1,-1,-1,,-1,,21,28,-1,0.0000,0.0000,0,0.0000
4,214554,4,mixed beef,1,61,202274,-36.5314,145.606,181,9,3,2,0.0,1.0,0,0,15,local,21122,2,16,24,SP,28,IP,-1,-1,28,0.0000,0.0000,0,0.0000
4,20763,2,beef intensive,1,30,20763,-36.3759,144.858,165,9,3,2,0.0,1.0,0,0,-1,,-1,-1,-1,-1,,-1,,24,31,-1,0.0000,0.0000,0,0.0000
4,20767,2,beef intensive,1,72,20767,-36.3093,144.915,165,9,3,2,0.0,1.0,0,0,-1,,-1,-1,-1,-1,,-1,,22,29,-1,0.0000,0.0000,0,0.0000
4,20773,2,beef intensive,1,113,20773,-36.3494,144.921,165,9,3,2,0.0,1.0,0,0,20,local,58486,2,21,22,SP,25,IP,-1,-1,25,0.0000,0.0000,0,0.0000
4,20774,2,beef intensive,1,150,20774,-36.3837,144.863,165,9,3,2,0.0,1.0,0,0,-1,,-1,-1,-1,-1,,-1,,24,31,-1,0.0000,0.0000,0,0.0000
4,20775,2,beef intensive,1,71,20775,-36.3089,144.907,165,9,3,2,0.0,1.0,0,0,27,local,58445,2,29,28,ARP,31,IP,22,29,31,0.0000,0.0000,0,0.0000
4,20777,2,beef intensive,1,58,20777,-36.4001,144.916,165,9,3,2,0.0,1.0,0,0,-1,,-1,-1,-1,-1,,-1,,22,29,-1,0.0000,0.0000,0,0.0000
4,58409,6,dairy,1,92,58409,-36.3257,144.935,165,9,3,2,0.0,1.0,0,0,-1,,-1,-1,-1,-1,,-1,,21,28,-1,0.0000,0.0000,0,0.0000
4,20790,2,beef intensive,1,103,20790,-36.3372,144.875,165,9,3,2,0.0,1.0,0,0,-1,,-1,-1,-1,-1,,-1,,22,29,-1,0.0000,0.0000,0,0.0000
4,59446,6,dairy,1,559,59446,-36.1946,145.427,201,9,3,2,0.0,1.0,0,0,20,local,21566,2,21,28,SP,31,IP,23,30,31,0.0000,0.0000,0,0.0000
